WorkTimeInSeconds,Input.Hotel,Input.Question,Answer.Q1AnswerPart1
114,Red Roof Inn St Louis - Forest Park Hampton Avenue,Are the rooms of this hotel reasonably comfortable?,1
11,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
236,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
353,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
23,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
27,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
63,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
23,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
489,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
40,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
234,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
64,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
23,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
312,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
176,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
224,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
18,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
24,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
113,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
58,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
27,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
26,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
3,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
73,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
153,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
14,Courtyard St Louis Downtown,Are the rooms of this hotel reasonably comfortable?,1
15,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
337,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
43,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,-1
16,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
13,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
266,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,-1
4,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
7,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
3,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
48,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
6,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
85,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
179,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
12,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
15,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
82,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
4,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
29,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
98,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
6,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
10,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
39,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
24,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
34,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
163,Drury Inn Saint Louis Union Station,Are the rooms of this hotel reasonably comfortable?,1
20,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
9,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
349,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
174,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
52,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
5,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
361,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
19,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
499,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
203,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
11,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
128,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
31,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
328,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
118,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
16,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
73,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
70,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
4,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
8,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
46,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
43,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
6,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
39,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
17,Hampton Inn & Suites St Louis - South I-55,Are the rooms of this hotel reasonably comfortable?,1
10,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
10,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
73,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
6,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
15,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
65,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
418,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
165,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
39,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
7,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
4,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
183,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
59,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
48,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
22,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
114,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
46,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
9,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
18,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
36,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
8,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
33,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
58,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
72,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
286,Magnolia St. Louis,Are the rooms of this hotel reasonably comfortable?,1
13,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
35,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
137,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
122,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
9,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
8,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
114,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
55,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
16,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
11,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
26,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
92,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
46,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
132,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
2,Moonrise,Are the rooms of this hotel reasonably comfortable?,-1
23,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
46,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
125,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
4,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
373,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
191,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
17,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
365,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
234,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
28,Moonrise,Are the rooms of this hotel reasonably comfortable?,1
2,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
7,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,-1
17,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
17,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
61,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
70,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
12,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
112,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
78,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,-1
11,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
4,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
170,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
275,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
28,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
29,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
43,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
90,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
10,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
10,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
101,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
230,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
41,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
3,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
38,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
3,Holiday Inn Express St Louis,Are the rooms of this hotel reasonably comfortable?,1
56,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
8,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
48,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
184,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
221,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
34,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
13,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
371,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
97,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
98,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
20,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
51,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,-1
35,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
32,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
4,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
20,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
32,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
31,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
24,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
15,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
14,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
5,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
19,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
3,Courtyard Saint Louis Westport Plaza,Are the rooms of this hotel reasonably comfortable?,1
